,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
520,Atalanta,2019-12-07,V,0.0,Hellas Verona,6.800000000000001,2.2,-0.2,0.0,7.800000000000004,-0.8000000000000007,0.7999999999999998,0.4,2019-2020,2.0,0.0
521,Lazio,2019-12-07,V,1.2,Juventus,-4.199999999999999,-2.0,0.4,0.4,-3.200000000000003,-3.1999999999999993,0.0,-0.2,2019-2020,0.0,2.0
522,Udinese,2019-12-07,N,-0.19999999999999996,Napoli,-6.199999999999999,-3.6,0.0,0.0,-4.399999999999999,2.6000000000000014,0.6000000000000001,0.2,2019-2020,0.0,2.0
523,SPAL,2019-12-08,P,0.0,Brescia,1.200000000000001,-0.7999999999999998,0.2,0.4,5.600000000000001,2.1999999999999993,0.6000000000000001,-0.4,2019-2020,2.0,0.0
524,Torino,2019-12-08,V,0.0,Fiorentina,-4.199999999999999,-2.0,0.4,0.4,-6.600000000000001,1.8000000000000007,0.3999999999999999,0.4,2019-2020,0.0,0.0
525,Bologna,2019-12-08,P,0.8,Milan,-4.4,-0.40000000000000036,0.2,0.2,-2.5999999999999943,1.3999999999999986,-0.3999999999999999,0.0,2019-2020,0.0,1.0
526,Lecce,2019-12-08,N,1.0,Genoa,2.4000000000000004,3.0000000000000004,0.2,0.4,-12.199999999999996,0.5999999999999996,0.7999999999999998,0.0,2019-2020,0.0,2.0
527,Sassuolo,2019-12-08,N,-1.4000000000000001,Cagliari,-0.7999999999999989,-1.2000000000000002,-0.2,-0.2,3.3999999999999986,-0.1999999999999993,0.5999999999999996,-0.4,2019-2020,1.0,0.0
528,Sampdoria,2019-12-08,P,0.3999999999999999,Parma,4.0,0.7999999999999998,0.4,0.4,4.600000000000001,-1.4000000000000004,0.0,0.0,2019-2020,1.0,0.0
529,Brescia,2019-12-14,V,-1.4,Lecce,-5.000000000000002,-1.9999999999999996,-0.2,-0.4,-6.0,0.8000000000000007,-0.20000000000000018,0.2,2019-2020,0.0,0.0
530,Napoli,2019-12-14,P,-0.3999999999999999,Parma,8.6,1.5999999999999996,0.0,0.0,19.4,-0.3999999999999986,0.0,0.2,2019-2020,2.0,0.0
531,Genoa,2019-12-14,P,-0.3999999999999999,Sampdoria,-2.0,-1.8000000000000003,-0.2,-0.39999999999999997,11.399999999999999,2.200000000000001,0.8,0.4,2019-2020,0.0,1.0
532,Juventus,2019-12-15,V,0.6000000000000001,Udinese,6.200000000000001,4.6000000000000005,0.2,0.2,13.0,-5.800000000000001,-0.3999999999999999,0.0,2019-2020,2.0,0.0
533,Fiorentina,2019-12-15,N,-1.0,Inter,-2.0,-2.0,-0.2,-0.2,5.399999999999999,-2.6000000000000014,-0.5999999999999996,0.0,2019-2020,0.0,1.0
534,Hellas Verona,2019-12-15,N,0.0,Torino,-1.3999999999999986,-0.6000000000000001,-0.2,-0.2,1.8000000000000043,-2.3999999999999986,-0.6000000000000001,0.0,2019-2020,0.0,2.0
535,Roma,2019-12-15,V,1.2000000000000002,SPAL,-0.1999999999999993,1.6000000000000005,0.2,0.0,0.3999999999999986,-0.6000000000000014,-1.0,0.2,2019-2020,0.0,2.0
536,Bologna,2019-12-15,V,0.20000000000000018,Atalanta,-7.0,-1.2000000000000002,0.0,-0.2,-9.0,2.200000000000001,0.7999999999999998,-0.4,2019-2020,0.0,2.0
537,Milan,2019-12-15,N,-0.8,Sassuolo,1.0,1.8000000000000003,0.2,0.0,-1.0,1.799999999999999,0.40000000000000036,0.0,2019-2020,2.0,0.0
538,Cagliari,2019-12-16,P,0.20000000000000018,Lazio,-4.199999999999999,-1.0,-0.39999999999999997,-0.6000000000000001,-0.20000000000000284,3.5999999999999996,-0.19999999999999973,0.4,2019-2020,0.0,2.0
539,Sampdoria,2019-12-18,P,-0.8,Juventus,-5.200000000000001,-2.8000000000000003,0.2,0.39999999999999997,-11.800000000000004,3.8000000000000007,0.20000000000000018,-0.2,2019-2020,1.0,1.0
540,Brescia,2019-12-18,P,-0.8,Sassuolo,-3.8000000000000007,0.5999999999999996,0.0,-0.2,-12.399999999999999,2.1999999999999993,-0.20000000000000018,0.2,2019-2020,0.0,2.0
541,Fiorentina,2019-12-20,P,-1.0,Roma,-0.8000000000000007,-0.40000000000000036,-0.4,-0.4,-1.0,1.8000000000000007,0.7999999999999998,0.0,2019-2020,0.0,0.0
542,Udinese,2019-12-21,V,-2.1999999999999997,Cagliari,-2.0,-2.8,-0.2,-0.2,-5.200000000000003,-0.20000000000000284,-0.5999999999999996,-0.2,2019-2020,2.0,0.0
543,Inter,2019-12-21,V,1.0,Genoa,5.399999999999999,4.0,-0.2,-0.2,-7.0,-0.6000000000000014,-0.8000000000000003,-0.4,2019-2020,2.0,0.0
544,Torino,2019-12-21,P,1.4,SPAL,0.1999999999999993,1.6,0.0,-0.4,2.3999999999999986,1.3999999999999986,-0.7999999999999998,0.2,2019-2020,1.0,0.0
545,Parma,2019-12-22,N,0.5999999999999999,Brescia,-2.8000000000000007,-1.6,0.0,0.0,-1.8000000000000043,-2.0,0.0,0.0,2019-2020,2.0,0.0
546,Atalanta,2019-12-22,V,0.6000000000000001,Milan,1.4000000000000021,0.20000000000000018,0.0,0.2,6.799999999999997,-1.5999999999999979,-0.8000000000000003,0.2,2019-2020,0.0,1.0
547,Sassuolo,2019-12-22,P,0.5999999999999999,Napoli,-9.399999999999999,-2.4,0.0,0.2,-5.400000000000006,0.20000000000000107,1.2000000000000002,-0.2,2019-2020,0.0,1.0
548,Lecce,2019-12-22,P,-0.40000000000000013,Bologna,4.4,0.5999999999999996,0.0,0.2,1.8000000000000043,1.1999999999999993,-0.40000000000000036,0.0,2019-2020,0.0,2.0
549,Genoa,2020-01-05,V,-0.7999999999999999,Sassuolo,-2.0,-1.6,0.2,0.0,2.1999999999999957,-0.3999999999999986,0.20000000000000018,0.4,2019-2020,0.0,1.0
550,Brescia,2020-01-05,P,-1.7999999999999998,Lazio,-4.199999999999999,-0.1999999999999993,-0.6,-0.8,-12.800000000000004,3.400000000000002,0.0,0.0,2019-2020,0.0,2.0
551,SPAL,2020-01-05,P,-0.6000000000000001,Hellas Verona,2.200000000000001,-0.6000000000000001,0.0,0.19999999999999996,-1.0,0.7999999999999972,0.20000000000000018,-0.2,2019-2020,2.0,0.0
552,Roma,2020-01-05,P,1.2000000000000002,Torino,3.0,0.7999999999999998,0.4,0.4,8.399999999999999,-4.000000000000002,-0.9999999999999998,-0.4,2019-2020,2.0,0.0
553,Juventus,2020-01-06,V,0.20000000000000018,Cagliari,6.0,2.8,0.0,0.0,11.0,-3.5999999999999996,-1.1999999999999997,-0.39999999999999997,2019-2020,2.0,0.0
554,Bologna,2020-01-06,N,1.6,Fiorentina,0.0,2.5999999999999996,0.2,0.2,-4.399999999999999,1.3999999999999986,1.0,0.2,2019-2020,0.0,0.0
555,Atalanta,2020-01-06,V,1.4000000000000001,Parma,10.600000000000001,5.4,0.2,0.4,20.0,-0.7999999999999989,0.19999999999999973,0.0,2019-2020,2.0,0.0
556,Lecce,2020-01-06,P,0.3999999999999999,Udinese,6.0,2.4000000000000004,0.2,0.2,11.399999999999999,3.599999999999998,1.5999999999999996,0.0,2019-2020,0.0,2.0
557,Napoli,2020-01-06,P,-0.8,Inter,9.4,0.40000000000000036,-0.2,-0.2,11.199999999999996,-1.6000000000000014,-0.19999999999999973,0.2,2019-2020,1.0,1.0
558,Milan,2020-01-06,N,-0.3999999999999999,Sampdoria,2.799999999999999,1.2000000000000002,-0.2,-0.39999999999999997,7.200000000000003,4.0,0.6000000000000001,-0.2,2019-2020,1.0,1.0
559,Inter,2020-01-11,N,-1.4,Atalanta,-8.2,-2.3999999999999995,0.0,0.0,-11.600000000000001,3.0,0.9999999999999998,0.0,2019-2020,0.0,1.0
560,Cagliari,2020-01-11,P,0.8,Milan,-5.000000000000002,-2.5999999999999996,-0.2,-0.2,-6.600000000000001,0.1999999999999993,0.20000000000000018,0.2,2019-2020,0.0,1.0
561,Lazio,2020-01-11,V,1.2,Napoli,-6.199999999999999,-1.0,0.6,0.8,-8.399999999999999,3.0,0.9999999999999998,-0.2,2019-2020,0.0,2.0
562,Torino,2020-01-12,V,-0.19999999999999996,Bologna,-1.5999999999999996,-1.5999999999999996,0.0,0.0,-6.799999999999997,4.800000000000001,-1.0,0.2,2019-2020,0.0,1.0
563,Udinese,2020-01-12,V,-0.19999999999999996,Sassuolo,-3.6000000000000014,-1.4,0.0,-0.2,-15.799999999999997,-0.7999999999999989,-1.5999999999999999,-0.2,2019-2020,0.0,0.0
564,Roma,2020-01-12,P,-0.3999999999999999,Juventus,-1.6000000000000014,-1.0,0.0,0.0,-8.400000000000006,0.5999999999999996,0.8,-0.2,2019-2020,1.0,1.0
565,Hellas Verona,2020-01-12,V,1.0,Genoa,1.6000000000000014,2.4,-0.2,-0.2,-2.6000000000000014,0.6000000000000014,-1.2000000000000002,-0.2,2019-2020,0.0,2.0
566,Fiorentina,2020-01-12,V,0.0,SPAL,0.40000000000000036,2.4,-0.2,-0.4,-0.8000000000000043,2.6000000000000014,0.0,-0.2,2019-2020,2.0,0.0
567,Sampdoria,2020-01-12,V,-0.19999999999999996,Brescia,-1.8000000000000007,-2.4000000000000004,0.2,0.4,0.4000000000000057,1.6000000000000014,0.19999999999999973,0.0,2019-2020,2.0,0.0
568,Parma,2020-01-13,V,-0.19999999999999996,Lecce,-4.6,-2.4000000000000004,0.0,0.0,-10.400000000000006,-5.4,-1.2000000000000002,0.0,2019-2020,2.0,0.0
569,Lazio,2020-01-18,V,0.8000000000000003,Sampdoria,3.0,1.4000000000000004,0.39999999999999997,0.4,7.799999999999997,-2.4000000000000004,-1.0,-0.2,2019-2020,2.0,0.0
570,Napoli,2020-01-18,P,0.0,Fiorentina,6.200000000000001,1.5999999999999996,0.0,0.0,15.800000000000004,-8.8,-1.0,0.2,2019-2020,2.0,0.0
571,Sassuolo,2020-01-18,V,-1.0,Torino,2.3999999999999986,-0.5999999999999996,-0.2,-0.2,16.0,-5.200000000000003,-0.40000000000000036,0.0,2019-2020,0.0,2.0
572,Bologna,2020-01-19,N,-0.3999999999999999,Hellas Verona,4.6,1.4000000000000004,-0.2,-0.2,1.6000000000000014,1.0,0.3999999999999999,0.0,2019-2020,2.0,0.0
573,Juventus,2020-01-19,V,1.2,Parma,4.4,2.5999999999999996,0.4,0.4,19.6,-2.6000000000000014,-0.7999999999999998,0.2,2019-2020,2.0,0.0
574,Milan,2020-01-19,V,-0.6000000000000001,Udinese,4.0,1.2000000000000002,0.2,0.2,10.399999999999999,1.4000000000000004,1.0,0.0,2019-2020,1.0,1.0
575,Genoa,2020-01-19,P,-0.6000000000000001,Roma,-9.4,-2.5999999999999996,0.0,0.0,-10.399999999999999,6.4,1.7999999999999998,0.4,2019-2020,0.0,1.0
576,Lecce,2020-01-19,N,-1.0,Inter,4.4,-1.2000000000000002,-0.2,-0.2,6.799999999999997,0.8000000000000007,0.20000000000000018,0.0,2019-2020,0.0,3.0
577,Brescia,2020-01-19,N,0.3999999999999999,Cagliari,1.1999999999999993,3.0,0.0,0.0,-6.399999999999999,-4.0,0.0,0.0,2019-2020,1.0,2.0
578,Atalanta,2020-01-20,P,2.4,SPAL,6.399999999999999,5.6,0.0,0.0,6.200000000000003,-2.0,-0.3999999999999999,-0.2,2019-2020,2.0,1.0
579,Brescia,2020-01-24,P,0.0,Milan,-5.600000000000001,-1.2000000000000002,0.0,0.0,-8.199999999999996,-4.0,0.20000000000000018,0.4,2019-2020,0.0,3.0
580,Fiorentina,2020-01-25,N,0.3999999999999999,Genoa,3.799999999999999,1.3999999999999995,-0.2,-0.2,-6.600000000000001,0.1999999999999993,-1.6,0.0,2019-2020,0.0,1.0
581,Torino,2020-01-25,P,-1.0,Atalanta,-7.600000000000001,-2.1999999999999993,0.2,0.0,-14.799999999999997,7.199999999999999,1.0,0.2,2019-2020,2.0,0.0
582,SPAL,2020-01-25,P,-0.3999999999999999,Bologna,-2.5999999999999996,-3.2,0.2,0.2,-4.200000000000003,-2.0,-1.4,-0.2,2019-2020,1.0,1.0
583,Inter,2020-01-26,N,1.2,Cagliari,0.1999999999999993,3.5999999999999996,0.0,0.0,-1.0,0.8000000000000007,-0.40000000000000036,-0.2,2019-2020,2.0,1.0
584,Napoli,2020-01-26,V,-1.8,Juventus,3.6000000000000014,0.0,-0.4,-0.4,-1.7999999999999972,-4.0,0.0,0.0,2019-2020,0.0,3.0
585,Roma,2020-01-26,N,-0.3999999999999999,Lazio,5.0,0.8000000000000007,-0.19999999999999996,-0.4,5.600000000000001,-2.0,0.8000000000000003,0.0,2019-2020,1.0,1.0
586,Hellas Verona,2020-01-26,V,1.4,Lecce,-0.8000000000000007,1.9999999999999996,0.4,0.4,4.200000000000003,0.40000000000000213,0.19999999999999973,0.2,2019-2020,1.0,0.0
587,Sampdoria,2020-01-26,N,0.40000000000000013,Sassuolo,-0.7999999999999989,0.20000000000000018,0.2,0.2,-22.6,1.3999999999999986,1.0,0.2,2019-2020,1.0,1.0
588,Parma,2020-01-26,V,-0.6000000000000001,Udinese,-3.1999999999999993,-1.0,0.0,0.0,-2.0,4.800000000000001,1.5999999999999999,0.0,2019-2020,2.0,0.0
589,Cagliari,2020-02-01,N,-0.3999999999999999,Parma,4.199999999999999,-1.0,0.2,0.2,7.600000000000001,-0.5999999999999996,-0.3999999999999999,0.2,2019-2020,2.0,1.0
590,Sassuolo,2020-02-01,V,-1.0,Roma,-8.599999999999998,-2.4000000000000004,-0.2,-0.2,0.0,1.0,-1.7999999999999998,0.4,2019-2020,0.0,2.0
591,Bologna,2020-02-01,V,0.6000000000000001,Brescia,4.0,1.6000000000000005,0.0,0.0,8.199999999999996,7.599999999999998,0.19999999999999973,-0.2,2019-2020,3.0,0.0
592,Juventus,2020-02-02,V,1.2000000000000002,Fiorentina,-2.1999999999999993,0.7999999999999998,0.4,0.4,20.0,-3.6000000000000014,-0.5999999999999996,0.0,2019-2020,2.0,0.0
593,Milan,2020-02-02,N,-1.0000000000000002,Hellas Verona,2.599999999999998,-1.4000000000000004,-0.6,-0.6,-6.0,-1.8000000000000007,0.5999999999999996,0.0,2019-2020,3.0,0.0
594,Atalanta,2020-02-02,N,3.0,Genoa,11.399999999999999,4.199999999999999,0.2,0.19999999999999996,14.399999999999999,-6.600000000000001,-1.4,0.0,2019-2020,2.0,1.0
595,Lecce,2020-02-02,V,-0.4,Torino,1.4000000000000004,-0.8000000000000003,-0.2,-0.2,0.6000000000000014,-5.200000000000001,-1.6,-0.39999999999999997,2019-2020,1.0,2.0
596,Udinese,2020-02-02,P,-0.3999999999999999,Inter,-3.0,-1.7999999999999998,-0.2,-0.2,0.0,-3.6000000000000014,-1.1999999999999997,-0.2,2019-2020,0.0,2.0
597,Lazio,2020-02-02,V,1.2000000000000002,SPAL,-1.1999999999999993,1.5999999999999996,0.39999999999999997,0.39999999999999997,-2.0,-1.5999999999999979,0.19999999999999973,-0.2,2019-2020,1.0,2.0
598,Sampdoria,2020-02-03,P,0.3999999999999999,Napoli,1.0,-0.39999999999999947,0.2,0.2,-15.799999999999997,3.4000000000000004,2.0,0.4,2019-2020,1.0,2.0
599,Lazio,2020-02-05,N,0.9999999999999998,Hellas Verona,0.5999999999999996,-0.20000000000000018,0.19999999999999996,0.19999999999999996,-3.3999999999999986,-0.8000000000000007,0.0,-0.2,2019-2020,2.0,0.0
600,Roma,2020-02-07,P,0.0,Bologna,6.6,0.7999999999999998,0.4,0.4,1.5999999999999943,-3.8000000000000007,1.1999999999999997,0.0,2019-2020,2.0,1.0
601,Hellas Verona,2020-02-08,V,-1.0,Juventus,-0.40000000000000036,-0.7999999999999998,-0.4,-0.4,-5.400000000000006,0.40000000000000036,0.6000000000000001,0.2,2019-2020,0.0,3.0
602,Torino,2020-02-08,P,-0.8,Sampdoria,-5.200000000000001,-1.6000000000000005,-0.2,-0.2,2.0,1.3999999999999986,0.0,0.2,2019-2020,2.0,1.0
603,Fiorentina,2020-02-08,P,-2.4000000000000004,Atalanta,-8.000000000000002,-4.4,-0.4,-0.6,-23.799999999999997,3.0000000000000018,0.3999999999999999,0.0,2019-2020,1.0,1.0
604,Brescia,2020-02-09,N,-0.19999999999999996,Udinese,-4.399999999999999,-0.7999999999999998,0.2,0.2,-3.6000000000000014,-0.3999999999999986,1.8000000000000003,0.4,2019-2020,1.0,2.0
605,Napoli,2020-02-09,P,0.3999999999999999,Lecce,1.4000000000000004,0.7999999999999998,-0.2,-0.2,16.4,-3.1999999999999993,-0.19999999999999996,-0.2,2019-2020,3.0,0.0
606,Parma,2020-02-09,P,-1.0,Lazio,-3.799999999999999,-1.0,-0.4,-0.4,-3.3999999999999986,3.1999999999999993,0.3999999999999999,0.0,2019-2020,0.0,3.0
607,Inter,2020-02-09,V,0.20000000000000018,Milan,-3.3999999999999986,1.0,0.2,0.2,-5.800000000000004,1.8000000000000007,0.7999999999999998,0.2,2019-2020,3.0,0.0
608,Genoa,2020-02-09,V,0.19999999999999996,Cagliari,-5.800000000000001,0.0,0.2,0.19999999999999996,-10.200000000000003,5.399999999999999,2.0,0.2,2019-2020,0.0,2.0
609,SPAL,2020-02-09,P,-0.5999999999999999,Sassuolo,2.5999999999999996,-1.2000000000000002,0.2,0.2,-2.6000000000000014,2.6000000000000014,0.40000000000000013,-0.2,2019-2020,0.0,2.0
610,Atalanta,2020-02-15,V,0.8,Roma,1.1999999999999993,1.4000000000000004,0.0,0.19999999999999996,2.3999999999999986,1.5999999999999996,-1.6,-0.4,2019-2020,1.0,0.0
611,Lecce,2020-02-15,V,0.6000000000000001,SPAL,-0.5999999999999996,1.6,0.0,0.0,-5.600000000000001,-2.8000000000000007,0.0,0.2,2019-2020,1.0,2.0
612,Bologna,2020-02-15,P,0.8,Genoa,5.600000000000001,0.20000000000000018,-0.2,-0.4,6.600000000000001,-0.3999999999999986,-0.20000000000000018,0.0,2019-2020,0.0,1.0
613,Lazio,2020-02-16,V,0.5999999999999999,Inter,-1.5999999999999996,-1.2000000000000002,0.2,0.2,2.8000000000000043,-2.0,-0.5999999999999996,-0.2,2019-2020,1.0,2.0
614,Cagliari,2020-02-16,P,-0.6000000000000001,Napoli,-0.40000000000000036,0.0,0.2,0.4,-5.800000000000004,3.8000000000000007,0.40000000000000036,0.0,2019-2020,1.0,2.0
615,Sassuolo,2020-02-16,P,0.20000000000000018,Parma,2.0,0.8000000000000007,0.2,0.2,8.399999999999999,-2.0,-0.7999999999999998,0.2,2019-2020,0.0,2.0
616,Udinese,2020-02-16,N,-0.19999999999999996,Hellas Verona,4.199999999999999,1.2000000000000002,-0.4,-0.4,-1.3999999999999986,-3.200000000000001,-0.5999999999999999,-0.2,2019-2020,2.0,0.0
617,Sampdoria,2020-02-16,P,1.4000000000000001,Fiorentina,3.9999999999999982,1.1999999999999997,0.6,0.6,8.800000000000004,0.6000000000000014,1.0,0.2,2019-2020,0.0,1.0
618,Juventus,2020-02-16,V,0.8,Brescia,1.6000000000000014,-0.20000000000000018,0.39999999999999997,0.39999999999999997,13.0,4.199999999999999,0.19999999999999973,-0.2,2019-2020,3.0,0.0
619,Milan,2020-02-17,V,1.2000000000000002,Torino,10.000000000000002,2.2,0.0,0.0,5.399999999999999,-3.1999999999999993,-1.2000000000000002,-0.6,2019-2020,0.0,2.0
620,Brescia,2020-02-21,P,-1.0,Napoli,-7.0,-1.2000000000000002,0.2,0.2,-18.4,-1.0,-0.6000000000000001,0.4,2019-2020,0.0,3.0
621,SPAL,2020-02-22,P,-0.6000000000000001,Juventus,-0.1999999999999993,-0.7999999999999998,-0.2,-0.2,-14.0,4.199999999999999,0.3999999999999999,0.0,2019-2020,1.0,2.0
622,Bologna,2020-02-22,N,1.2000000000000002,Udinese,-3.5999999999999996,-0.1999999999999993,0.0,0.0,-1.0,6.399999999999999,1.7999999999999998,0.6,2019-2020,1.0,2.0
623,Fiorentina,2020-02-22,N,0.0,Milan,-8.399999999999999,-0.3999999999999999,0.4,0.4,-14.800000000000004,0.8000000000000007,0.3999999999999999,0.2,2019-2020,2.0,1.0
624,Roma,2020-02-23,V,-0.19999999999999996,Lecce,5.0,0.20000000000000018,-0.2,-0.2,14.200000000000003,1.200000000000001,0.3999999999999999,0.2,2019-2020,3.0,0.0
625,Genoa,2020-02-23,P,-0.40000000000000013,Lazio,-5.199999999999999,0.0,0.2,0.39999999999999997,-3.0,4.6,1.0,0.2,2019-2020,1.0,2.0
626,Lazio,2020-02-29,V,0.40000000000000013,Bologna,-0.5999999999999996,0.6000000000000005,0.2,0.2,-2.799999999999997,-6.199999999999999,-0.3999999999999999,-0.4,2019-2020,1.0,0.0
627,Napoli,2020-02-29,V,1.8000000000000003,Torino,5.4,2.8,0.2,0.2,12.0,-3.799999999999999,-0.40000000000000036,-0.6,2019-2020,1.0,0.0
628,Cagliari,2020-03-01,P,-1.0,Roma,-2.9999999999999982,-1.0,0.0,0.2,-3.4000000000000057,0.1999999999999993,0.0,-0.4,2019-2020,0.0,1.0
629,Lecce,2020-03-01,P,-0.9999999999999998,Atalanta,-8.2,-2.6000000000000005,0.0,0.0,-15.0,-2.1999999999999993,0.9999999999999998,0.2,2019-2020,0.0,3.0
630,Juventus,2020-03-08,V,0.0,Inter,0.1999999999999993,-1.0,0.2,0.2,8.599999999999994,2.8000000000000007,0.0,-0.2,2019-2020,2.0,0.0
631,Sampdoria,2020-03-08,V,0.19999999999999996,Hellas Verona,4.4,0.40000000000000036,0.0,0.0,-5.600000000000001,3.0000000000000018,1.6,0.2,2019-2020,2.0,1.0
632,Udinese,2020-03-08,N,-0.9999999999999999,Fiorentina,4.399999999999999,0.3999999999999999,-0.6,-0.6,8.399999999999999,-1.4000000000000004,-0.7999999999999998,-0.4,2019-2020,0.0,2.0
633,Milan,2020-03-08,P,-0.40000000000000013,Genoa,6.999999999999998,-1.7999999999999998,-0.6,-0.8,6.800000000000004,-1.1999999999999993,-1.4,-0.2,2019-2020,3.0,0.0
634,Parma,2020-03-08,P,0.19999999999999996,SPAL,-3.5999999999999996,0.5999999999999996,-0.4,-0.4,-5.200000000000003,-5.799999999999999,-0.7999999999999998,0.0,2019-2020,0.0,3.0
635,Sassuolo,2020-03-09,V,1.0,Brescia,5.6,2.4000000000000004,0.0,0.0,18.0,0.8000000000000007,0.8,0.0,2019-2020,3.0,0.0
636,Hellas Verona,2020-06-20,V,-0.3999999999999999,Cagliari,-0.5999999999999996,-1.0000000000000004,0.2,-0.2,-6.399999999999999,2.400000000000002,-0.6000000000000001,0.2,2019-2020,0.0,2.0
637,Torino,2020-06-20,N,-0.6,Parma,-3.8000000000000007,-1.6,0.0,0.0,1.3999999999999986,0.6000000000000014,0.6000000000000001,0.6,2019-2020,0.0,2.0
638,Inter,2020-06-21,V,0.0,Sampdoria,-1.8000000000000007,0.39999999999999947,-0.39999999999999997,-0.39999999999999997,2.3999999999999986,-5.400000000000002,-1.4000000000000004,0.2,2019-2020,3.0,0.0
639,Atalanta,2020-06-21,V,2.2,Sassuolo,3.8000000000000007,2.6000000000000005,0.2,0.2,2.1999999999999957,3.0,-0.9999999999999998,-0.2,2019-2020,3.0,0.0
640,Lecce,2020-06-22,P,1.0000000000000002,Milan,-6.0,2.2,0.4,0.4,-14.799999999999997,-2.0,1.0,0.0,2019-2020,0.0,2.0
641,Bologna,2020-06-22,P,-0.8,Juventus,-3.1999999999999993,-1.3999999999999995,-0.4,-0.4,-6.200000000000003,2.799999999999999,1.0,0.4,2019-2020,0.0,3.0
642,Fiorentina,2020-06-22,N,0.7999999999999999,Brescia,3.3999999999999995,1.6,0.39999999999999997,0.39999999999999997,8.800000000000004,2.5999999999999996,0.20000000000000018,0.2,2019-2020,2.0,0.0
643,SPAL,2020-06-23,P,-0.19999999999999996,Cagliari,1.0,-0.9999999999999996,0.4,0.0,-5.799999999999997,4.599999999999998,-2.0000000000000004,-0.2,2019-2020,0.0,2.0
644,Hellas Verona,2020-06-23,P,-1.2000000000000002,Napoli,-4.799999999999999,-1.8000000000000003,0.0,0.0,-14.600000000000001,2.9999999999999982,-0.6000000000000001,0.2,2019-2020,0.0,3.0
645,Torino,2020-06-23,V,0.19999999999999996,Udinese,-5.6,-0.7999999999999998,0.0,0.2,1.0,2.599999999999998,0.6000000000000001,0.2,2019-2020,1.0,1.0
646,Genoa,2020-06-23,P,1.2,Parma,-1.0,0.5999999999999996,0.6,0.6,-0.20000000000000284,-1.8000000000000007,0.8000000000000003,0.4,2019-2020,0.0,3.0
647,Roma,2020-06-24,V,0.8,Sampdoria,5.0,3.3999999999999995,-0.39999999999999997,-0.39999999999999997,11.200000000000003,-5.6,-0.40000000000000036,0.2,2019-2020,2.0,0.0
648,Atalanta,2020-06-24,V,1.7999999999999998,Lazio,2.5999999999999996,2.3999999999999995,-0.2,-0.2,10.399999999999999,5.199999999999999,-0.19999999999999973,0.0,2019-2020,2.0,0.0
649,Inter,2020-06-24,N,-0.19999999999999996,Sassuolo,-2.799999999999999,-2.0,0.0,0.0,-5.800000000000004,3.4000000000000004,-0.40000000000000036,0.2,2019-2020,1.0,1.0
650,Juventus,2020-06-26,V,0.19999999999999996,Lecce,7.600000000000001,0.9999999999999996,-0.2,-0.2,15.600000000000001,3.4000000000000004,0.3999999999999999,0.2,2019-2020,2.0,0.0
651,Brescia,2020-06-27,N,-1.2000000000000002,Genoa,-3.4000000000000004,-1.2000000000000002,-0.39999999999999997,-0.6000000000000001,-14.399999999999999,0.5999999999999996,0.19999999999999973,0.0,2019-2020,0.0,3.0
652,Cagliari,2020-06-27,V,0.19999999999999996,Torino,1.8000000000000007,1.0,0.0,0.0,5.600000000000001,1.799999999999999,2.0000000000000004,0.0,2019-2020,0.0,0.0
653,Lazio,2020-06-27,V,0.3999999999999999,Fiorentina,-0.1999999999999993,-0.39999999999999947,-0.39999999999999997,-0.39999999999999997,-2.6000000000000014,-0.5999999999999996,-0.19999999999999973,-0.6,2019-2020,2.0,0.0
654,Parma,2020-06-28,P,-0.8,Inter,-2.6000000000000014,-0.20000000000000018,-0.2,-0.2,-7.399999999999999,2.0,-0.6000000000000001,-0.4,2019-2020,1.0,1.0
655,Napoli,2020-06-28,V,1.0,SPAL,3.4000000000000004,2.1999999999999997,-0.2,-0.2,14.0,-9.6,-0.3999999999999999,0.0,2019-2020,2.0,0.0
656,Sampdoria,2020-06-28,P,0.8,Bologna,-2.4000000000000004,2.0,0.4,0.4,-10.399999999999999,1.8000000000000007,1.1999999999999997,-0.2,2019-2020,1.0,2.0
657,Milan,2020-06-28,V,-0.8,Roma,-3.0,-3.5999999999999996,0.0,0.0,5.199999999999996,2.0,-1.0,-0.2,2019-2020,1.0,1.0
658,Udinese,2020-06-28,P,-3.2,Atalanta,-2.0,-2.6000000000000005,0.0,0.0,-7.600000000000001,-1.5999999999999996,-0.20000000000000018,0.0,2019-2020,0.0,3.0
659,Sassuolo,2020-06-28,N,0.8,Hellas Verona,5.6,1.4000000000000004,0.2,0.2,12.799999999999997,-1.200000000000001,1.4000000000000001,-0.2,2019-2020,3.0,0.0
660,Torino,2020-06-30,P,-1.2000000000000002,Lazio,1.5999999999999996,-0.3999999999999999,-0.4,-0.2,0.3999999999999986,-0.7999999999999989,-0.9999999999999998,0.0,2019-2020,1.0,1.0
661,Genoa,2020-06-30,P,-0.3999999999999999,Juventus,-9.200000000000001,-2.4000000000000004,0.6,0.7999999999999999,-8.199999999999996,1.0,-0.20000000000000018,0.0,2019-2020,1.0,1.0
662,Inter,2020-07-01,V,0.8,Brescia,8.399999999999999,1.9999999999999996,0.0,0.0,21.0,1.1999999999999993,-0.20000000000000018,0.39999999999999997,2019-2020,3.0,0.0
